Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
San Diego Padres,MLB,vs Left,76,65,,12,1,1,1,4,10,11,,,1,.185,.303,.277,.580
Washington Nationals,MLB,vs Left,160,130,,29,4,0,6,19,28,29,,,2,.223,.369,.392,.761
Washington Nationals,MLB,vs Right,276,212,,55,13,1,15,27,63,33,,,1,.259,.431,.542,.973
San Diego Padres,MLB,vs Right,152,117,,31,7,0,5,12,34,23,,,0,.265,.430,.453,.883
