Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
San Diego Padres,MLB,Bases Empty,140,112,,25,3,1,5,5,27,26,,,1,.223,.379,.402,.781
Washington Nationals,MLB,Bases Empty,265,203,,50,14,0,14,14,60,35,,,2,.246,.423,.522,.945
San Diego Padres,MLB,Bases Loaded,3,3,,0,0,0,0,0,0,1,,,0,.000,.000,.000,.000
Washington Nationals,MLB,Bases Loaded,9,7,,1,0,0,0,6,2,1,,,0,.143,.333,.143,.476
San Diego Padres,MLB,Runner at 1st,42,34,,9,3,0,1,2,7,4,,,0,.265,.390,.441,.831
Washington Nationals,MLB,Runner at 1st,84,72,,22,2,0,4,8,12,11,,,0,.306,.405,.500,.905
San Diego Padres,MLB,Runners at 1st & 2nd,11,7,,1,0,0,0,0,4,2,,,0,.143,.455,.143,.598
Washington Nationals,MLB,Runners at 1st & 2nd,19,18,,4,0,0,1,5,1,5,,,0,.222,.263,.389,.652
San Diego Padres,MLB,Runners at 1st & 3rd,7,7,,3,1,0,0,6,0,1,,,0,.429,.429,.571,1.000
Washington Nationals,MLB,Runners at 1st & 3rd,5,4,,2,0,1,1,5,1,2,,,0,.500,.600,1.750,2.350
Washington Nationals,MLB,Runner at 2nd,31,22,,2,0,0,0,1,9,4,,,0,.091,.355,.091,.446
San Diego Padres,MLB,Runner at 2nd,18,14,,5,1,0,0,3,4,0,,,0,.357,.500,.429,.929
San Diego Padres,MLB,Runners at 2nd & 3rd,1,1,,0,0,0,0,0,0,0,,,0,.000,.000,.000,.000
Washington Nationals,MLB,Runners at 2nd & 3rd,13,9,,2,0,0,1,6,3,1,,,1,.222,.462,.556,1.018
San Diego Padres,MLB,Runner at 3rd,6,4,,0,0,0,0,0,2,0,,,0,.000,.333,.000,.333
Washington Nationals,MLB,Runner at 3rd,10,7,,1,1,0,0,1,3,3,,,0,.143,.400,.286,.686
Washington Nationals,MLB,Scoring Position,87,67,,12,1,1,3,24,19,16,,,1,.179,.368,.358,.726
San Diego Padres,MLB,Scoring Position,46,36,,9,2,0,0,9,10,4,,,0,.250,.413,.306,.719
