Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2012,Ogden Raptors,PIO,ROK,SS,44,44,385.1,202,68,117,17,27,,.916
2012,Ogden Raptors,PIO,ROK,DH,2,2,0.0,0,0,0,0,0,,.000
2013,2 Teams,,Minors,SS,99,98,852.1,377,134,224,19,42,,.950
2013,Great Lakes Loons,MID,A(Full),SS,74,73,625.0,284,101,172,11,31,,.961
2013,Rancho Cucamonga Quakes,CAL,A(Adv),3B,1,0,2.0,1,1,0,0,0,,1.000
2013,Rancho Cucamonga Quakes,CAL,A(Adv),SS,25,25,227.1,93,33,52,8,11,,.914
2013,Rancho Cucamonga Quakes,CAL,A(Adv),DH,1,1,0.0,0,0,0,0,0,,.000
2014,2 Teams,,Minors,SS,112,111,990.2,513,157,334,22,66,,.957
2014,2 Teams,,Minors,DH,6,6,0.0,0,0,0,0,0,,.000
2014,Rancho Cucamonga Quakes,CAL,A(Adv),SS,77,76,687.2,353,103,238,12,40,,.966
2014,Rancho Cucamonga Quakes,CAL,A(Adv),DH,3,3,0.0,0,0,0,0,0,,.000
2014,Chattanooga Lookouts,SOU,AA,SS,35,35,303.0,160,54,96,10,26,,.938
2014,Chattanooga Lookouts,SOU,AA,DH,3,3,0.0,0,0,0,0,0,,.000
2015,2 Teams,,Minors,DH,2,2,0.0,0,0,0,0,0,,.000
2015,2 Teams,,Minors,SS,105,104,910.1,493,155,325,13,86,,.974
2015,2 Teams,,Minors,3B,19,19,167.0,59,13,44,2,10,,.966
2015,Tulsa Drillers,TEX,AA,3B,4,4,30.0,7,4,3,0,1,,1.000
2015,Tulsa Drillers,TEX,AA,SS,15,15,132.0,76,34,40,2,9,,.974
2015,Tulsa Drillers,TEX,AA,DH,1,1,0.0,0,0,0,0,0,,.000
2015,Oklahoma City Dodgers,PCL,AAA,3B,15,15,137.0,52,9,41,2,9,,.962
2015,Oklahoma City Dodgers,PCL,AAA,SS,90,89,778.1,417,121,285,11,77,,.974
2015,Oklahoma City Dodgers,PCL,AAA,DH,1,1,0.0,0,0,0,0,0,,.000
2019,Rancho Cucamonga Quakes,CAL,A(Adv),SS,3,3,7.0,5,2,3,0,2,,1.000
2021,ACL Dodgers,AZL,ROK,SS,1,1,5.0,4,3,1,0,1,,1.000
,2 Teams,,ROK,SS,45,45,390.1,206,71,118,17,28,,.917
,Ogden Raptors,PIO,ROK,DH,2,2,0.0,0,0,0,0,0,,.000
,Oklahoma City Dodgers,PCL,AAA,3B,15,15,137.0,52,9,41,2,9,,.962
,Oklahoma City Dodgers,PCL,AAA,SS,90,89,778.1,417,121,285,11,77,,.974
,Oklahoma City Dodgers,PCL,AAA,DH,1,1,0.0,0,0,0,0,0,,.000
,Tulsa Drillers,TEX,AA,3B,4,4,30.0,7,4,3,0,1,,1.000
,2 Teams,,AA,SS,50,50,435.0,236,88,136,12,35,,.949
,2 Teams,,AA,DH,4,4,0.0,0,0,0,0,0,,.000
,Rancho Cucamonga Quakes,CAL,A+,3B,1,0,2.0,1,1,0,0,0,,1.000
,Rancho Cucamonga Quakes,CAL,A+,SS,105,104,922.0,451,138,293,20,53,,.956
,Rancho Cucamonga Quakes,CAL,A+,DH,4,4,0.0,0,0,0,0,0,,.000
,Great Lakes Loons,MID,A,SS,74,73,625.0,284,101,172,11,31,,.961
,3 Teams,,Minors,3B,20,19,169.0,60,14,44,2,10,,.967
,3 Teams,,Minors,SS,269,266,2325.1,1152,360,750,42,161,,.964
Career Minors,3 Teams,,,DH,7,7,0.0,0,0,0,0,0,,.000
