BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JudgeRF,2,1,0,0,2,2,0,.313,1.120
GonzalezRF,0,0,0,0,0,0,0,.180,.563
Rizzo1B,4,2,2,0,0,1,1,.229,.831
Torres2B,5,2,2,2,0,1,4,.257,.761
Donaldson3B,2,1,2,2,1,0,0,.229,.702
StantonDH,4,1,2,1,0,0,2,.209,.739
"Cabrera, OLF",4,0,0,0,0,1,4,.243,.726
BaderCF,4,0,2,1,0,0,1,.254,.660
HigashiokaC,4,1,3,1,0,0,1,.219,.629
PerazaSS,4,0,1,0,0,0,2,.306,.779
,33,8,14,7,3,5,15,,
