PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Cortes(W, 12-4)",7.1,1,0,0,2,12,0,2.44
"Barnes, J",1.2,2,0,0,0,2,0,5.64
,9.0,3,0,0,2,14,0,
