BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ProfarLF,2,1,0,0,2,0,1,.241,.736
"a-Ruiz, EPH-LF",1,0,0,0,0,0,1,.222,.555
"Machado, M3B",4,1,1,2,0,3,3,.298,.884
Batten3B,0,0,0,0,0,0,0,.143,.464
Cronenworth2B,4,1,1,0,0,1,3,.235,.720
VoitDH,4,2,2,3,0,2,0,.226,.740
Hosmer1B,3,2,1,1,1,0,0,.277,.740
AlfaroC,4,1,1,3,0,3,0,.277,.758
MazaraRF,4,0,0,0,0,1,0,.279,.708
KimSS,3,2,2,1,1,0,0,.243,.692
GrishamCF,4,0,1,0,0,1,2,.190,.622
,33,10,9,10,4,11,10,,
