BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
ProfarLF,3,0,0,0,1,0,3,.273,.794
AzocarLF,0,0,0,0,0,0,0,.000,.000
"Soto, JRF",4,1,1,0,0,0,5,.250,.600
"Machado, M3B",1,0,0,0,3,1,2,.261,.979
BellDH,4,0,0,0,0,2,5,.158,.516
Cronenworth2B,4,0,2,1,0,1,0,.200,.520
Myers1B,4,0,0,0,0,3,4,.100,.350
KimSS,4,0,0,0,0,2,2,.190,.606
GrishamCF,4,1,2,1,0,1,0,.389,1.411
"Nola, AuC",3,0,2,0,1,0,0,.389,.929
,31,2,7,2,5,10,21,,
