Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Los Angeles Dodgers,MLB,First Inning,,,2.90,31,,,31.0,132,23,18,10,6,15,30,1.23
Los Angeles Dodgers,MLB,Second Inning,,,1.74,31,,,31.0,115,20,6,6,1,5,29,0.81
Los Angeles Dodgers,MLB,Third Inning,,,3.10,30,,,29.0,122,25,11,10,6,8,33,1.14
Los Angeles Dodgers,MLB,Fourth Inning,,,1.86,29,,,29.0,103,13,6,6,4,3,25,0.55
Los Angeles Dodgers,MLB,Fifth Inning,,,0.62,29,,,29.0,101,13,2,2,2,2,22,0.52
Los Angeles Dodgers,MLB,Sixth Inning,,,2.45,24,,,22.0,98,26,6,6,2,8,24,1.55
Los Angeles Dodgers,MLB,Seventh Inning,,,4.50,6,,,4.0,18,7,2,2,2,0,3,1.75
