Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Houston Astros,MLB,vs Left,,,,26,,,36.2,147,25,,,1,14,36,1.06
Houston Astros,MLB,vs Right,,,,31,,,164.1,680,141,,,10,53,158,1.18
