Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2015,DSL Astros Blue,DSL,ROK,P,16,0,36.2,13,2,10,1,0,,.923
2016,4 Teams,,Minors,P,14,11,73.1,11,2,9,0,0,,1.000
2016,4 Teams,,Minors,P,14,11,73.1,11,2,9,0,0,,1.000
2016,4 Teams,,Minors,P,14,11,73.1,11,2,9,0,0,,1.000
2016,Greeneville Astros,APP,ROK,P,2,2,10.2,1,0,1,0,0,,1.000
2016,Tri-City ValleyCats,NYP,A(Short),P,5,2,21.2,4,0,4,0,0,,1.000
2016,Quad Cities River Bandits,MID,A(Full),P,6,6,35.1,4,1,3,0,0,,1.000
2016,Lancaster JetHawks,CAL,A(Adv),P,1,1,5.2,2,1,1,0,0,,1.000
2017,2 Teams,,Minors,P,25,18,110.1,30,6,22,2,2,,.933
2017,2 Teams,,Minors,P,25,18,110.1,30,6,22,2,2,,.933
2017,2 Teams,,Minors,P,25,18,110.1,30,6,22,2,2,,.933
2017,Buies Creek Astros,CAR,A(Adv),P,13,9,61.1,17,3,12,2,1,,.882
2017,Corpus Christi Hooks,TEX,AA,P,12,9,49.0,13,3,10,0,1,,1.000
2018,2 Teams,,Minors,P,22,14,103.0,28,7,21,0,1,,1.000
2018,2 Teams,,Minors,P,22,14,103.0,28,7,21,0,1,,1.000
2018,2 Teams,,Minors,P,22,14,103.0,28,7,21,0,1,,1.000
2018,Corpus Christi Hooks,TEX,AA,P,20,13,94.1,27,6,21,0,1,,1.000
2018,Fresno Grizzlies,PCL,AAA,P,2,1,8.2,1,1,0,0,0,,1.000
2019,Round Rock Express,PCL,AAA,P,10,7,44.1,7,1,6,0,0,,1.000
2021,Sugar Land Skeeters,PCL,AAA,P,2,2,7.0,0,0,0,0,0,,.000
,2 Teams,,ROK,P,18,2,47.1,14,2,11,1,0,,.929
,3 Teams,,AAA,P,14,10,60.0,8,2,6,0,0,,1.000
,Corpus Christi Hooks,TEX,AA,P,32,22,143.1,40,9,31,0,2,,1.000
,2 Teams,,A+,P,14,10,67.0,19,4,13,2,1,,.895
,Quad Cities River Bandits,MID,A,P,6,6,35.1,4,1,3,0,0,,1.000
,Tri-City ValleyCats,NYP,A(Short),P,5,2,21.2,4,0,4,0,0,,1.000
,10 Teams,,Minors,P,89,52,374.2,89,18,68,3,3,,.966
,10 Teams,,Minors,P,89,52,374.2,89,18,68,3,3,,.966
Career Minors,10 Teams,,,P,89,52,374.2,89,18,68,3,3,,.966
