BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Cronenworth2B,5,1,3,0,0,1,0,.221,.678
ProfarLF,5,1,2,0,0,0,1,.175,.670
"Machado, M3B",3,1,1,1,1,0,3,.379,1.084
Hosmer1B,4,1,2,1,0,0,1,.356,.946
MyersRF,4,0,1,1,0,1,2,.220,.525
VoitDH,2,1,0,0,2,1,0,.136,.487
KimSS,2,0,0,1,2,1,0,.197,.717
"Nola, AuC",4,0,2,1,0,1,3,.207,.537
AzocarCF,4,0,0,0,0,2,2,.194,.512
,33,5,11,5,5,7,12,,
