PITCHERS - CLE,IP,H,R,ER,BB,SO,HR,ERA
"Bieber(W, 8-6)",7.0,8,2,2,0,6,0,3.18
"Stephan(H, 9)",1.0,0,0,0,0,2,0,2.60
Clase,1.0,0,0,0,0,1,0,1.29
,9.0,8,2,2,0,9,0,
