BATTERS - CLE,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
KwanLF,5,1,1,0,0,1,2,.295,.760
"Rosario, ASS",4,3,3,2,1,1,0,.288,.739
"Ramírez, JoDH",4,0,1,1,1,3,2,.282,.896
"Naylor, J1B",5,0,2,1,0,1,2,.274,.809
"Gonzalez, ORF",4,1,1,0,0,0,3,.295,.758
"Miller, O2B",4,1,2,1,0,0,1,.243,.664
Gimenez2B,0,0,0,0,0,0,0,.307,.857
"Freeman, T3B",4,1,1,0,0,1,2,.250,.650
HedgesC,4,0,2,2,0,1,0,.179,.534
StrawCF,4,0,0,0,0,1,2,.206,.544
,38,7,13,7,2,9,14,,
