BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Gurriel Jr.LF,4,1,3,0,0,0,0,.308,.778
Guerrero1B,4,0,0,1,0,0,4,.284,.854
KirkC,4,0,1,0,0,0,1,.299,.830
"Hernández, TDH",4,0,1,1,0,2,0,.272,.823
"Chapman, M3B",4,0,0,0,0,3,2,.239,.792
"Tapia, RCF",4,0,1,0,0,1,2,.276,.689
Merrifield2B,4,0,1,0,0,0,1,.241,.635
EspinalSS,4,1,1,0,0,2,1,.266,.694
BiggioRF,3,0,0,0,0,1,2,.217,.699
,35,2,8,2,0,9,13,,
