PITCHERS - LAD,IP,H,R,ER,BB,SO,HR,ERA
"Buehler(W, 5-1)",5.0,6,2,2,2,4,0,2.89
"Bruihl(H, 1)",1.0,1,0,0,0,1,0,2.61
"Graterol(H, 5)",0.2,2,1,1,1,0,0,4.50
"Price(H, 1)",1.1,0,0,0,0,3,0,1.50
"Hudson, D(S, 2)",1.0,0,0,0,0,1,0,2.84
,9.0,9,3,3,3,9,0,
