Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Kansas City Royals,MLB,First Inning,89,80,10,12,2,1,4,6,9,21,0,1,0,.150,.236,.350,.586
Kansas City Royals,MLB,Second Inning,44,40,3,8,1,0,2,3,4,8,0,0,0,.200,.273,.375,.648
Kansas City Royals,MLB,Third Inning,72,60,9,14,5,0,3,10,11,18,1,1,0,.233,.347,.467,.814
Kansas City Royals,MLB,Fourth Inning,49,42,1,7,2,1,0,5,6,14,0,1,0,.167,.265,.262,.527
Kansas City Royals,MLB,Fifth Inning,58,51,7,15,2,0,2,11,5,13,1,0,1,.294,.362,.451,.813
Kansas City Royals,MLB,Sixth Inning,59,53,9,13,1,1,2,5,6,14,0,0,0,.245,.322,.415,.737
Kansas City Royals,MLB,Seventh Inning,57,47,6,7,2,0,1,5,9,20,0,0,0,.149,.281,.255,.536
Kansas City Royals,MLB,Eighth Inning,68,57,10,14,5,0,3,13,8,15,0,0,0,.246,.324,.491,.815
Kansas City Royals,MLB,Ninth Inning,34,26,2,9,1,0,1,3,8,8,0,0,0,.346,.500,.500,1.000
Kansas City Royals,MLB,Extra Innings,4,4,0,1,0,0,0,1,0,0,0,0,0,.250,.250,.250,.500
