Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2015,,,,,,,,,70,,,,,,80,,
2016,1,29,2,1,3,1,1,6,91,3,61,5,74,23,86,,
2017,,,,,,,,,90,,,,,,95,76,
2018,43,58,35,30,56,38,27,48,96,46,88,60,88,73,88,91,
2019,88,96,87,73,85,85,65,66,98,55,89,46,86,48,73,23,
2020,28,68,27,14,29,23,13,57,98,56,99,3,98,46,71,60,33
2021,87,98,81,59,91,40,55,82,97,86,80,41,90,70,44,10,69
2022,49,57,37,30,70,41,32,72,96,61,70,72,75,60,41,20,41
