Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2015,SEA,AL,247,88,66,2,2,.341,19,1,22,952,3.854,.174,.008,.558,.119,5,0
2016,SEA,AL,466,141,167,3,6,.313,24,10,64,1766,3.790,.180,.002,.214,.064,5,0
2017,AZ,NL,255,88,102,0,2,.290,18,3,33,947,3.714,.145,.020,.784,.135,2,1
2018,AZ,NL,580,227,227,1,2,.282,52,12,79,2177,3.753,.136,.024,.684,.177,7,0
2019,AZ,NL,628,337,192,0,2,.342,77,7,80,2402,3.825,.137,.051,.616,.264,3,1
2020,AZ,NL,195,74,54,0,3,.311,17,2,34,695,3.564,.108,.010,.333,.122,6,0
2021,AZ,NL,374,181,107,0,1,.352,44,8,50,1411,3.773,.160,.037,.517,.215,1,0
2022,AZ,NL,558,200,192,0,5,.276,56,12,74,2159,3.869,.181,.022,.545,.167,1,1
8 Seasons,2 Teams,,3303,1336,1107,6,23,.311,307,55,436,12509,3.787,.155,.025,.530,.169,30,3
