Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2011,DSL Mariners,DSL,ROK,2B,4,4,30.0,19,8,11,0,4,,1.000
2011,DSL Mariners,DSL,ROK,SS,58,54,444.0,263,87,165,11,26,,.958
2012,2 Teams,,Minors,SS,45,44,394.1,216,73,128,15,30,,.931
2012,Everett AquaSox,NWL,A(Short),2B,25,24,216.1,103,34,67,2,12,,.981
2012,Everett AquaSox,NWL,A(Short),SS,41,40,358.1,183,61,111,11,25,,.940
2012,Clinton LumberKings,MID,A(Full),SS,4,4,36.0,33,12,17,4,5,,.879
2013,2 Teams,,Minors,2B,26,25,210.1,122,51,70,1,16,,.992
2013,2 Teams,,Minors,SS,85,85,737.1,402,129,250,23,48,,.943
2013,2 Teams,,Minors,DH,5,5,0.0,0,0,0,0,0,,.000
2013,Clinton LumberKings,MID,A(Full),2B,24,23,193.1,113,50,62,1,15,,.991
2013,Clinton LumberKings,MID,A(Full),SS,70,70,605.1,338,111,209,18,41,,.947
2013,Clinton LumberKings,MID,A(Full),DH,3,3,0.0,0,0,0,0,0,,.000
2013,High Desert Mavericks,CAL,A(Adv),2B,2,2,17.0,9,1,8,0,1,,1.000
2013,High Desert Mavericks,CAL,A(Adv),SS,15,15,132.0,64,18,41,5,7,,.922
2013,High Desert Mavericks,CAL,A(Adv),DH,2,2,0.0,0,0,0,0,0,,.000
2014,2 Teams,,Minors,SS,121,119,1030.2,524,159,334,31,63,,.941
2014,Jackson Generals,SOU,AA,2B,7,7,62.0,32,6,25,1,5,,.969
2014,Jackson Generals,SOU,AA,SS,102,100,857.0,447,138,281,28,55,,.937
2014,Tacoma Rainiers,PCL,AAA,SS,19,19,173.2,77,21,53,3,8,,.961
2015,2 Teams,,Minors,DH,2,2,0.0,0,0,0,0,0,,.000
2015,3 Teams,,Minors,SS,51,47,416.1,210,64,136,10,21,,.952
2015,AZL Mariners,AZL,ROK,SS,1,1,5.0,0,0,0,0,0,,.000
2015,Jackson Generals,SOU,AA,SS,1,1,7.0,6,2,3,1,1,,.833
2015,Jackson Generals,SOU,AA,DH,1,1,0.0,0,0,0,0,0,,.000
2015,Tacoma Rainiers,PCL,AAA,2B,14,14,113.2,73,29,43,1,15,,.986
2015,Tacoma Rainiers,PCL,AAA,SS,49,45,404.1,204,62,133,9,20,,.956
2015,Tacoma Rainiers,PCL,AAA,CF,4,4,36.0,12,11,1,0,0,,1.000
2015,Tacoma Rainiers,PCL,AAA,DH,1,1,0.0,0,0,0,0,0,,.000
2016,2 Teams,,Minors,SS,6,6,45.1,22,8,14,0,2,,1.000
2016,2 Teams,,Minors,DH,3,3,0.0,0,0,0,0,0,,.000
2016,Everett AquaSox,NWL,A(Short),SS,1,1,5.0,0,0,0,0,0,,.000
2016,Everett AquaSox,NWL,A(Short),DH,1,1,0.0,0,0,0,0,0,,.000
2016,Tacoma Rainiers,PCL,AAA,SS,5,5,40.1,22,8,14,0,2,,1.000
2016,Tacoma Rainiers,PCL,AAA,DH,2,2,0.0,0,0,0,0,0,,.000
2017,Reno Aces,PCL,AAA,2B,4,4,36.0,20,4,16,0,3,,1.000
2017,Reno Aces,PCL,AAA,SS,59,59,535.1,298,97,194,7,53,,.977
2017,Reno Aces,PCL,AAA,CF,5,5,44.0,16,15,1,0,0,,1.000
2017,Reno Aces,PCL,AAA,DH,1,1,0.0,0,0,0,0,0,,.000
2021,2 Teams,,Minors,CF,5,5,30.0,11,11,0,0,0,,1.000
2021,ACL D-backs,AZL,ROK,CF,1,1,5.0,2,2,0,0,0,,1.000
2021,Reno Aces,PCL,AAA,CF,4,4,25.0,9,9,0,0,0,,1.000
,2 Teams,,ROK,SS,59,55,449.0,263,87,165,11,26,,.958
,DSL Mariners,DSL,ROK,2B,4,4,30.0,19,8,11,0,4,,1.000
,ACL D-backs Black,AZL,ROK,CF,1,1,5.0,2,2,0,0,0,,1.000
,2 Teams,,AAA,2B,18,18,149.2,93,33,59,1,18,,.989
,2 Teams,,AAA,SS,132,128,1153.2,601,188,394,19,83,,.968
,2 Teams,,AAA,CF,13,13,105.0,37,35,2,0,0,,1.000
,2 Teams,,AAA,DH,4,4,0.0,0,0,0,0,0,,.000
,Jackson Generals,SOU,AA,2B,7,7,62.0,32,6,25,1,5,,.969
,Jackson Generals,SOU,AA,SS,103,101,864.0,453,140,284,29,56,,.936
,Jackson Generals,SOU,AA,DH,1,1,0.0,0,0,0,0,0,,.000
,High Desert Mavericks,CAL,A+,2B,2,2,17.0,9,1,8,0,1,,1.000
,High Desert Mavericks,CAL,A+,SS,15,15,132.0,64,18,41,5,7,,.922
,High Desert Mavericks,CAL,A+,DH,2,2,0.0,0,0,0,0,0,,.000
,Clinton LumberKings,MID,A,2B,24,23,193.1,113,50,62,1,15,,.991
,Clinton LumberKings,MID,A,SS,74,74,641.1,371,123,226,22,46,,.941
,Clinton LumberKings,MID,A,DH,3,3,0.0,0,0,0,0,0,,.000
,Everett AquaSox,NWL,A(Short),2B,25,24,216.1,103,34,67,2,12,,.981
,Everett AquaSox,NWL,A(Short),SS,42,41,363.1,183,61,111,11,25,,.940
,Everett AquaSox,NWL,A(Short),DH,1,1,0.0,0,0,0,0,0,,.000
,5 Teams,,Minors,2B,62,60,518.2,276,99,173,4,37,,.986
,4 Teams,,Minors,SS,234,231,2000.2,1071,342,662,67,134,,.937
,1 Teams,,Minors,CF,1,1,5.0,2,2,0,0,0,,1.000
Career Minors,4 Teams,,,DH,7,7,0.0,0,0,0,0,0,,.000
