BATTERS - SF,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SlaterCF,5,0,0,0,0,1,5,.276,.800
Belt1B,4,1,1,0,0,2,0,.233,.734
"Mercedes, YDH",4,0,0,0,0,1,1,.254,.737
Flores2B,3,1,1,0,1,0,0,.252,.786
"Gonzalez, LRF",3,1,1,1,1,0,1,.285,.768
Villar3B,2,1,1,1,1,1,1,.183,.651
a-La StellaPH-3B,1,0,0,0,0,0,0,.246,.666
BartC,4,1,2,2,0,1,1,.191,.657
Wade Jr.LF,4,0,0,0,0,2,3,.172,.613
"Machado, DSS",3,0,1,0,1,0,3,.222,.586
,33,5,7,4,4,8,15,,
