Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2021,SD,NL,298,94,145,2,3,.241,22,6,51,1183,3.970,.238,.027,.310,.150,2,0
2022,SD,NL,582,198,213,3,4,.290,43,9,90,2359,4.053,.172,.019,.510,.132,4,0
2 Seasons,SD,NL,880,292,358,5,7,.275,65,15,141,3542,4.025,.194,.022,.427,.138,6,0
