BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Rengifo2B,5,1,1,0,0,2,2,.283,.714
OhtaniDH,4,1,0,0,0,1,1,.242,.747
TroutCF,4,2,3,2,0,1,0,.320,1.095
Duffy3B,5,1,4,1,0,0,1,.306,.697
Walsh1B,5,0,0,1,0,3,6,.245,.773
SuzukiC,1,0,0,0,0,0,0,.188,.556
StassiC,2,0,0,0,2,0,1,.215,.657
MarshLF,4,0,2,1,1,0,2,.279,.726
LagaresRF,4,0,2,0,0,0,3,.222,.444
a-WardPH,0,0,0,0,1,0,0,.354,1.148
1-WadePR,0,0,0,0,0,0,0,.234,.589
"Velazquez, ASS",5,0,1,0,0,1,5,.210,.563
,39,5,13,5,4,8,21,,
