Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2016,NYY,AL,95,29,41,0,1,.282,6,2,10,408,4.295,.442,.042,.214,.167,1,0
2017,NYY,AL,678,340,248,0,4,.357,79,15,84,2989,4.409,.307,.077,.611,.343,2,0
2018,NYY,AL,498,218,143,0,5,.368,49,10,71,2124,4.265,.305,.054,.500,.249,4,0
2019,NYY,AL,447,204,149,0,1,.360,46,11,56,1914,4.282,.315,.060,.454,.267,7,0
2020,NYY,AL,114,56,49,0,0,.283,12,5,21,487,4.272,.281,.079,.313,.297,2,0
2021,NYY,AL,633,299,217,0,5,.332,63,16,89,2654,4.193,.250,.062,.475,.256,4,2
2022,NYY,AL,696,391,210,0,5,.340,90,14,104,2906,4.175,.251,.089,.634,.375,5,4
7 Seasons,NYY,AL,3161,1537,1057,0,21,.345,345,73,435,13482,4.265,.287,.070,.520,.299,25,6
