Season,Outs Above Average,,Back Left,Back,Back Right,Back All,In Left,In,In Right,In All,Expected Catch Percentage (%),Actual Catch Percentage (%),Catch Percentage Added (%)
2016,1,,0,0,1,1,0,0,0,1,84,87,3
2017,11,,1,3,-1,3,2,2,3,8,87,91,4
2018,1,,1,0,0,2,-1,3,-3,-1,88,89,1
2019,8,,0,3,1,4,2,0,3,5,87,91,4
2020,1,,0,0,0,0,-1,1,0,1,88,90,2
2021,0,,0,0,0,0,-1,2,-1,0,87,87,0
2022,3,,0,2,0,3,1,-2,1,0,89,90,1
