BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,3,0,0,0,1,0,1,.254,.820
CanhaLF,4,1,2,1,0,2,4,.356,.857
LindorSS,4,0,0,0,0,1,2,.269,.807
Alonso1B,4,0,0,0,0,2,2,.239,.710
EscobarDH,4,0,0,0,0,1,2,.250,.769
"Davis, J3B",4,0,0,0,0,2,0,.200,.666
"Marte, SRF",4,1,2,0,0,1,0,.237,.630
McNeil2B,3,0,1,0,1,1,2,.360,.942
McCannC,2,0,0,0,0,0,1,.159,.528
"a-Smith, DoPH",1,0,0,0,0,0,1,.244,.640
,33,2,5,1,2,10,15,,
