BATTERS - NYM,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
NimmoCF,4,0,0,0,0,0,0,.333,.885
"Marte, SRF",3,0,0,0,1,0,0,.167,.398
LindorSS,3,0,0,0,0,1,1,.200,.833
Alonso1B,3,0,1,0,0,0,1,.300,1.017
McNeil2B,3,0,0,0,0,1,2,.182,.455
CanhaLF,3,0,0,0,0,1,1,.000,.167
VogelbachDH,3,0,0,0,0,1,1,.000,.000
Escobar3B,3,0,0,0,0,1,0,.333,1.233
NidoC,3,0,0,0,0,3,0,.125,.347
,28,0,1,0,1,8,6,,
