BATTERS - CWS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Anderson, TiSS",4,0,0,0,0,1,0,.312,.768
Moncada3B,4,0,0,0,0,2,0,.186,.525
VaughnDH,3,1,1,0,0,0,0,.291,.788
"Abreu, J1B",3,0,1,0,0,0,1,.295,.839
"Jiménez, ELF",3,0,1,1,0,2,0,.224,.615
SheetsRF,3,0,0,0,0,0,2,.234,.689
EngelCF,3,0,0,0,0,0,1,.229,.622
Harrison2B,3,0,0,0,0,1,0,.231,.650
McGuireC,3,0,0,0,0,1,0,.223,.535
,29,1,3,1,0,7,4,,
