Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2017,59,30,73,81,42,69,93,62,95,73,4,60,5,63,91,32,
2018,45,6,38,65,66,56,90,72,77,66,1,95,2,87,66,6,
2019,,,,,,,,,87,,,,,,69,,
2020,78,64,70,70,81,71,67,84,61,89,24,81,7,66,56,65,59
2021,35,8,32,50,41,60,72,53,84,52,9,83,10,80,67,9,56
2022,38,35,38,39,46,54,37,65,93,52,37,59,33,65,66,79,47
