Season,Bat Side,PA,Shifts,%,wOBA - No Shift,wOBA - Shift
2017,L,297,15,5.1,.346,.576
2017,R,111,4,3.6,.330,.219
2018,L,335,90,26.9,.370,.294
2018,R,117,12,10.3,.266,.339
2019,L,122,46,37.7,.370,.405
2019,R,33,1,3.0,.331,.000
2020,L,172,133,77.3,.451,.365
2020,R,58,7,12.1,.310,.403
2021,L,409,235,57.5,.365,.323
2021,R,126,6,4.8,.293,.147
2022,L,496,307,61.9,.342,.330
2022,R,137,12,8.8,.351,.320
