Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2017,CHC,NL,413,187,180,2,4,.316,44,12,51,1618,3.918,.312,.058,.302,.261,4,0
2018,CHC,NL,462,158,145,0,2,.362,36,6,45,1917,4.149,.361,.032,.419,.176,5,0
2019,CHC,NL,156,79,58,0,1,.286,19,1,19,634,4.064,.250,.071,.385,.300,0,0
2020,CHC,NL,231,100,69,1,0,.317,24,1,20,941,4.074,.273,.052,.476,.247,2,0
2021,CHC,NL,535,202,181,2,1,.281,46,12,71,2250,4.206,.292,.047,.397,.209,4,1
2022,CHC,NL,641,252,261,0,4,.336,61,11,79,2572,4.012,.232,.027,.389,.169,5,0
6 Seasons,CHC,NL,2438,978,894,5,12,.320,230,43,285,9932,4.074,.288,.043,.390,.211,20,1
