,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2019,TB,AL,50,169,152,24,40,8,0,7,19,13,50,0,0,2,.263,.325,.454,.779
,2020,TB,AL,21,76,67,10,15,2,0,4,11,9,28,1,0,0,.224,.316,.433,.749
,2021,TEX,AL,157,642,557,75,147,24,3,18,72,80,162,8,0,2,.264,.357,.415,.772
,2022,TEX,AL,157,645,593,74,179,26,3,27,76,48,147,2,2,4,.302,.358,.492,.850
,4 Seasons,2 Teams,,385,1532,1369,183,381,60,6,56,178,150,387,11,2,8,.278,.352,.454,.806
