Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2016,Hudson Valley Renegades,NYP,A(Short),1B,65,65,571.0,624,582,38,4,54,,.994
2016,Hudson Valley Renegades,NYP,A(Short),DH,2,2,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,1B,100,99,867.2,836,791,43,2,73,,.998
2017,2 Teams,,Minors,DH,15,15,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,1B,100,99,867.2,836,791,43,2,73,,.998
2017,2 Teams,,Minors,DH,15,15,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,1B,100,99,867.2,836,791,43,2,73,,.998
2017,2 Teams,,Minors,DH,15,15,0.0,0,0,0,0,0,,.000
2017,Bowling Green Hot Rods,MID,A(Full),1B,49,48,422.1,360,338,21,1,30,,.997
2017,Bowling Green Hot Rods,MID,A(Full),DH,14,14,0.0,0,0,0,0,0,,.000
2017,Charlotte Stone Crabs,FSL,A(Adv),1B,51,51,445.1,476,453,22,1,43,,.998
2017,Charlotte Stone Crabs,FSL,A(Adv),DH,1,1,0.0,0,0,0,0,0,,.000
2018,3 Teams,,Minors,1B,99,98,847.0,759,719,33,7,77,,.991
2018,3 Teams,,Minors,DH,31,30,0.0,0,0,0,0,0,,.000
2018,3 Teams,,Minors,1B,99,98,847.0,759,719,33,7,77,,.991
2018,3 Teams,,Minors,DH,31,30,0.0,0,0,0,0,0,,.000
2018,3 Teams,,Minors,1B,99,98,847.0,759,719,33,7,77,,.991
2018,3 Teams,,Minors,DH,31,30,0.0,0,0,0,0,0,,.000
2018,Charlotte Stone Crabs,FSL,A(Adv),1B,35,35,290.2,291,280,8,3,35,,.990
2018,Charlotte Stone Crabs,FSL,A(Adv),DH,16,16,0.0,0,0,0,0,0,,.000
2018,Montgomery Biscuits,SOU,AA,1B,39,39,344.0,294,276,15,3,23,,.990
2018,Montgomery Biscuits,SOU,AA,DH,12,12,0.0,0,0,0,0,0,,.000
2018,Durham Bulls,INT,AAA,1B,25,24,212.1,174,163,10,1,19,,.994
2018,Durham Bulls,INT,AAA,DH,3,2,0.0,0,0,0,0,0,,.000
2019,Durham Bulls,INT,AAA,1B,72,71,607.1,532,504,26,2,48,,.996
2019,Durham Bulls,INT,AAA,3B,5,3,36.2,9,4,4,1,1,,.889
2019,Durham Bulls,INT,AAA,DH,16,16,0.0,0,0,0,0,0,,.000
,Durham Bulls,INT,AAA,1B,97,95,819.2,706,667,36,3,67,,.996
,Durham Bulls,INT,AAA,3B,5,3,36.2,9,4,4,1,1,,.889
,Durham Bulls,INT,AAA,DH,19,18,0.0,0,0,0,0,0,,.000
,Montgomery Biscuits,SOU,AA,1B,39,39,344.0,294,276,15,3,23,,.990
,Montgomery Biscuits,SOU,AA,DH,12,12,0.0,0,0,0,0,0,,.000
,Charlotte Stone Crabs,FSL,A+,1B,86,86,736.0,767,733,30,4,78,,.995
,Charlotte Stone Crabs,FSL,A+,DH,17,17,0.0,0,0,0,0,0,,.000
,Bowling Green Hot Rods,SAL,A,1B,49,48,422.1,360,338,21,1,30,,.997
,Bowling Green Hot Rods,SAL,A,DH,14,14,0.0,0,0,0,0,0,,.000
,Hudson Valley Renegades,SAL,A(Short),1B,65,65,571.0,624,582,38,4,54,,.994
,Hudson Valley Renegades,SAL,A(Short),DH,2,2,0.0,0,0,0,0,0,,.000
,5 Teams,,Minors,1B,336,333,2893.0,2751,2596,140,15,252,,.995
,1 Teams,,Minors,3B,5,3,36.2,9,4,4,1,1,,.889
,5 Teams,,Minors,DH,64,63,0.0,0,0,0,0,0,,.000
,5 Teams,,Minors,1B,336,333,2893.0,2751,2596,140,15,252,,.995
,1 Teams,,Minors,3B,5,3,36.2,9,4,4,1,1,,.889
,5 Teams,,Minors,DH,64,63,0.0,0,0,0,0,0,,.000
,5 Teams,,Minors,1B,336,333,2893.0,2751,2596,140,15,252,,.995
,1 Teams,,Minors,3B,5,3,36.2,9,4,4,1,1,,.889
Career Minors,5 Teams,,,DH,64,63,0.0,0,0,0,0,0,,.000
