Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2015,Greeneville Astros,APP,ROK,LF,20,20,169.1,34,30,4,0,1,,1.000
2015,Greeneville Astros,APP,ROK,CF,32,32,286.0,94,89,5,0,1,,1.000
2015,Greeneville Astros,APP,ROK,RF,1,1,8.0,2,2,0,0,0,,1.000
2015,Greeneville Astros,APP,ROK,DH,5,1,0.0,0,0,0,0,0,,.000
2016,2 Teams,,Minors,LF,20,20,167.1,55,50,4,1,2,,.982
2016,2 Teams,,Minors,RF,31,31,278.1,67,62,3,2,1,,.970
2016,2 Teams,,Minors,CF,26,25,234.0,74,68,4,2,1,,.973
2016,2 Teams,,Minors,DH,11,9,0.0,0,0,0,0,0,,.000
2016,Quad Cities River Bandits,MID,A(Full),LF,16,16,136.1,44,40,3,1,2,,.977
2016,Quad Cities River Bandits,MID,A(Full),CF,21,20,190.0,63,58,3,2,1,,.968
2016,Quad Cities River Bandits,MID,A(Full),RF,24,24,215.0,51,47,3,1,1,,.980
2016,Quad Cities River Bandits,MID,A(Full),DH,8,6,0.0,0,0,0,0,0,,.000
2016,Lancaster JetHawks,CAL,A(Adv),LF,4,4,31.0,11,10,1,0,0,,1.000
2016,Lancaster JetHawks,CAL,A(Adv),CF,5,5,44.0,11,10,1,0,0,,1.000
2016,Lancaster JetHawks,CAL,A(Adv),RF,7,7,63.1,16,15,0,1,0,,.938
2016,Lancaster JetHawks,CAL,A(Adv),DH,3,3,0.0,0,0,0,0,0,,.000
2017,2 Teams,,Minors,LF,10,9,74.0,18,16,2,0,1,,1.000
2017,2 Teams,,Minors,CF,83,83,726.2,223,214,6,3,4,,.987
2017,Buies Creek Astros,CAR,A(Adv),LF,8,8,65.0,15,14,1,0,1,,1.000
2017,Buies Creek Astros,CAR,A(Adv),CF,72,72,634.2,199,190,6,3,4,,.985
2017,Buies Creek Astros,CAR,A(Adv),RF,31,30,271.1,73,67,6,0,2,,1.000
2017,Buies Creek Astros,CAR,A(Adv),DH,3,3,0.0,0,0,0,0,0,,.000
2017,Corpus Christi Hooks,TEX,AA,LF,2,1,9.0,3,2,1,0,0,,1.000
2017,Corpus Christi Hooks,TEX,AA,CF,11,11,92.0,24,24,0,0,0,,1.000
2018,2 Teams,,Minors,CF,101,97,870.2,264,244,15,5,4,,.981
2018,2 Teams,,Minors,RF,31,29,250.0,62,57,2,3,1,,.952
2018,Corpus Christi Hooks,TEX,AA,CF,58,56,507.1,145,133,9,3,3,,.979
2018,Corpus Christi Hooks,TEX,AA,RF,6,6,46.0,14,12,1,1,1,,.929
2018,Corpus Christi Hooks,TEX,AA,DH,1,0,0.0,0,0,0,0,0,,.000
2018,Fresno Grizzlies,PCL,AAA,SS,1,0,4.0,1,1,0,0,0,,1.000
2018,Fresno Grizzlies,PCL,AAA,CF,43,41,363.1,119,111,6,2,1,,.983
2018,Fresno Grizzlies,PCL,AAA,RF,25,23,204.0,48,45,1,2,0,,.958
2019,Round Rock Express,PCL,AAA,2B,5,5,39.0,16,8,7,1,3,,.938
2019,Round Rock Express,PCL,AAA,SS,30,30,245.1,115,36,73,6,13,,.948
2019,Round Rock Express,PCL,AAA,LF,3,3,26.1,6,5,0,1,0,,.833
2019,Round Rock Express,PCL,AAA,CF,31,28,262.0,79,76,2,1,0,,.987
,Greeneville Flyboys,APP,ROK,LF,20,20,169.1,34,30,4,0,1,,1.000
,Greeneville Flyboys,APP,ROK,CF,32,32,286.0,94,89,5,0,1,,1.000
,Greeneville Flyboys,APP,ROK,RF,1,1,8.0,2,2,0,0,0,,1.000
,Greeneville Flyboys,APP,ROK,DH,5,1,0.0,0,0,0,0,0,,.000
,Round Rock Express,PCL,AAA,2B,5,5,39.0,16,8,7,1,3,,.938
,2 Teams,,AAA,SS,31,30,249.1,116,37,73,6,13,,.948
,Round Rock Express,PCL,AAA,LF,3,3,26.1,6,5,0,1,0,,.833
,2 Teams,,AAA,CF,74,69,625.1,198,187,8,3,1,,.985
,Fresno Grizzlies,CAL,AAA,RF,25,23,204.0,48,45,1,2,0,,.958
,Corpus Christi Hooks,TEX,AA,LF,2,1,9.0,3,2,1,0,0,,1.000
,Corpus Christi Hooks,TEX,AA,CF,69,67,599.1,169,157,9,3,3,,.982
,Corpus Christi Hooks,TEX,AA,RF,6,6,46.0,14,12,1,1,1,,.929
,Corpus Christi Hooks,TEX,AA,DH,1,0,0.0,0,0,0,0,0,,.000
,2 Teams,,A+,LF,12,12,96.0,26,24,2,0,1,,1.000
,2 Teams,,A+,CF,77,77,678.2,210,200,7,3,4,,.986
,2 Teams,,A+,RF,38,37,334.2,89,82,6,1,2,,.989
,2 Teams,,A+,DH,6,6,0.0,0,0,0,0,0,,.000
,Quad Cities River Bandits,MID,A,LF,16,16,136.1,44,40,3,1,2,,.977
,Quad Cities River Bandits,MID,A,CF,21,20,190.0,63,58,3,2,1,,.968
,Quad Cities River Bandits,MID,A,RF,24,24,215.0,51,47,3,1,1,,.980
,Quad Cities River Bandits,MID,A,DH,8,6,0.0,0,0,0,0,0,,.000
,1 Teams,,Minors,2B,5,5,39.0,16,8,7,1,3,,.938
,4 Teams,,Minors,LF,41,40,341.0,87,77,8,2,3,,.977
,3 Teams,,Minors,CF,122,119,1075.1,326,304,17,5,5,,.985
,4 Teams,,Minors,RF,56,54,473.0,115,106,5,4,2,,.965
Career Minors,3 Teams,,,DH,14,7,0.0,0,0,0,0,0,,.000
