,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2019,STL,NL,34,44,38,6,12,0,1,4,12,4,8,1,1,2,.316,.409,.684,1.093
,2020,STL,NL,18,40,36,5,4,2,0,1,2,4,13,0,0,0,.111,.200,.250,.450
,2021,STL,NL,32,58,48,2,5,1,0,0,1,10,17,2,1,0,.104,.259,.125,.384
,2021,WSH,NL,45,206,178,33,48,14,2,7,27,27,46,4,2,0,.270,.364,.489,.853
,2021,2 Teams,,77,264,226,35,53,15,2,7,28,37,63,6,3,0,.235,.341,.412,.753
,2022,WSH,NL,146,548,498,62,120,26,2,17,52,41,132,8,4,4,.241,.301,.404,.705
,4 Seasons,2 Teams,,275,896,798,108,189,43,5,29,94,86,216,15,8,6,.237,.314,.412,.726
