Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2019,,,,,,,,,63,,,,,,98,,
2020,,,,,,,,,54,,,,,,87,,
2021,,,,,,,,,60,,,,,,93,,94
2022,16,16,24,34,14,41,37,10,63,20,31,43,72,68,95,21,89
