Season,Team,Pos,PA,Depth (ft.),Angle
2019,STL,8,264,321,0
2019,STL,9,42,296,27
2019,STL,7,14,298,-26
2020,STL,9,242,299,27
2020,STL,8,168,316,-1
2021,WSH,4,15,164,17
2021,STL,8,91,321,0
2021,STL,9,268,291,27
2021,STL,7,103,294,-27
2021,STL,4,6,161,14
2021,WSH,8,1527,325,0
2021,WSH,7,114,308,-27
2022,WSH,8,1729,322,0
2022,WSH,9,1313,296,28
2022,WSH,7,1884,300,-28
