Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Memphis Redbirds,Triple-A,vs Left,32,26,,9,2,0,1,8,6,8,,,0,.346,.469,.538,1.007
Rochester Red Wings,Triple-A,vs Left,1,1,,1,0,0,0,1,0,0,,,0,1.000,1.000,1.000,2.000
Memphis Redbirds,Triple-A,vs Right,95,87,,21,3,2,3,12,6,27,,,1,.241,.295,.425,.720
Rochester Red Wings,Triple-A,vs Right,12,12,,4,1,0,1,2,0,2,,,0,.333,.333,.667,1.000
