Team,Lg,Type,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
Washington Nationals,MLB,First Inning,71,67,11,17,5,0,3,5,3,18,1,1,0,.254,.282,.463,.745
Washington Nationals,MLB,Second Inning,55,51,6,14,2,0,2,4,4,12,2,1,0,.275,.327,.431,.758
Washington Nationals,MLB,Third Inning,67,61,9,17,5,0,2,10,6,14,3,1,0,.279,.343,.459,.802
Washington Nationals,MLB,Fourth Inning,46,45,4,6,2,0,0,1,1,16,0,0,0,.133,.152,.178,.330
Washington Nationals,MLB,Fifth Inning,64,57,7,11,2,1,2,7,4,17,0,0,2,.193,.266,.368,.634
Washington Nationals,MLB,Sixth Inning,59,50,7,9,1,0,3,9,7,13,0,0,0,.180,.271,.380,.651
Washington Nationals,MLB,Seventh Inning,65,58,4,14,2,1,1,5,6,14,1,0,0,.241,.308,.362,.670
Washington Nationals,MLB,Eighth Inning,55,46,7,10,5,0,2,4,7,12,1,0,2,.217,.345,.457,.802
Washington Nationals,MLB,Ninth Inning,60,58,6,22,2,0,2,7,2,15,0,1,0,.379,.400,.517,.917
Washington Nationals,MLB,Extra Innings,6,5,1,0,0,0,0,0,1,1,0,0,0,.000,.167,.000,.167
