savant_id,schedule_id,savant_uri,schedule_url,savant_name,schedule_name,savant_team,schedule_team,official_name,full_name
71,656555,Hoskins_Rhys,https://www.mlb.com/player/656555,Rhys Hoskins,Hoskins,Philadelphia Phillies,Philadelphia Phillies,Rhys Hoskins,Rhys Dean Hoskins
72,608344,Irvin_Cole,https://www.mlb.com/player/608344,Cole Irvin,Irvin,Oakland Athletics,Oakland Athletics,Cole Irvin,Cole Rj Irvin
73,592450,Judge_Aaron,https://www.mlb.com/player/592450,Aaron Judge,Judge,New York Yankees,New York Yankees,Aaron Judge,Aaron James Judge
74,518876,Kelly_Merrill,https://www.mlb.com/player/518876,Merrill Kelly,Kelly M,Arizona Diamondbacks,Arizona Diamondbacks,Merrill Kelly,Kenneth Merrill Kelly
75,643393,Kemp_Tony,https://www.mlb.com/player/643393,Tony Kemp,Kemp,Oakland Athletics,Oakland Athletics,Tony Kemp,Anthony Allen Kemp
76,673490,Kim_Ha-Seong,https://www.mlb.com/player/673490,Ha-Seong Kim,Kim,San Diego Padres,San Diego Padres,Ha-Seong Kim,Ha-Seong Kim
77,643396,Kiner-Falefa_Isiah,https://www.mlb.com/player/643396,Isiah Kiner-Falefa,Kiner-Falefa,New York Yankees,New York Yankees,Isiah Kiner-Falefa,Isiah Kiner-Falefa
78,672386,Kirk_Alejandro,https://www.mlb.com/player/672386,Alejandro Kirk,Kirk,Toronto Blue Jays,Toronto Blue Jays,Alejandro Kirk,Alejandro Kirk
79,446372,Kluber_Corey,https://www.mlb.com/player/446372,Corey Kluber,Kluber,Tampa Bay Rays,Tampa Bay Rays,Corey Kluber,Corey Scott Kluber
80,680757,Kwan_Steven,https://www.mlb.com/player/680757,Steven Kwan,Kwan,Cleveland Guardians,Cleveland Guardians,Steven Kwan,Steven Kwan
81,518934,LeMahieu_DJ,https://www.mlb.com/player/518934,DJ LeMahieu,LeMahieu,New York Yankees,New York Yankees,DJ LeMahieu,David John LeMahieu
82,596019,Lindor_Francisco,https://www.mlb.com/player/596019,Francisco Lindor,Lindor,New York Mets,New York Mets,Francisco Lindor,Francisco Miguel Lindor
83,641154,Lopez_Pablo,https://www.mlb.com/player/641154,Pablo Lopez,Lopez P,Miami Marlins,Miami Marlins,Pablo Lopez,Pablo Jose Lopez
84,663993,Lowe_Nathaniel,https://www.mlb.com/player/663993,Nathaniel Lowe,Lowe N,Texas Rangers,Texas Rangers,Nathaniel Lowe,David Nathaniel Lowe
