BATTERS - CWS,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
"Anderson, TiSS",4,1,2,0,1,0,2,.350,.886
Vaughn1B-RF,5,1,1,0,0,2,4,.263,.768
Robert Jr.CF,5,0,1,0,0,3,3,.297,.794
"Abreu, JDH",5,1,1,3,0,2,2,.207,.639
GrandalC,5,0,1,0,0,2,2,.185,.542
PollockLF,4,1,2,0,0,1,3,.233,.612
"Garcia, Le2B",4,1,1,1,0,1,3,.200,.514
EngelRF,3,0,0,0,0,1,2,.218,.599
a-MoncadaPH-3B,1,0,0,0,0,1,0,.171,.544
Harrison3B,2,0,1,1,0,1,0,.188,.570
b-SheetsPH-1B,1,0,1,0,0,0,0,.212,.628
,39,5,11,5,1,14,21,,
