PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Cortes(W, 3-1)",5.0,6,3,3,0,7,1,1.80
"King(H, 6)",1.0,3,2,2,1,1,0,2.03
"Loáisiga(H, 6)",1.0,1,0,0,0,3,0,5.06
"Castro(H, 5)",0.2,1,0,0,0,1,0,2.77
"Holmes(S, 4)",1.1,0,0,0,0,2,0,0.42
,9.0,11,5,5,1,14,1,
