BATTERS - WSH,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
RoblesCF,3,2,1,0,0,1,1,.231,.610
"García, LSS",4,1,2,3,0,1,0,.290,.731
"Hernandez, YLF",3,1,1,1,0,0,1,.272,.734
"Thomas, LLF",1,0,1,0,0,0,0,.234,.677
"Cruz, NDH",3,0,0,0,1,3,1,.231,.658
"Ruiz, KC",4,0,1,0,0,1,3,.245,.641
Meneses1B,4,1,1,1,0,2,2,.250,1.250
PalaciosRF,3,0,0,0,0,2,0,.000,.000
Hernández2B,3,0,1,0,0,0,0,.240,.613
Franco3B,3,0,0,0,0,1,1,.228,.595
,31,5,8,5,1,11,9,,
