BATTERS - SD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Cronenworth2B,4,1,1,0,0,0,2,.210,.636
"Machado, M3B",4,0,2,0,0,0,0,.368,1.042
ProfarLF,4,0,0,0,0,1,2,.216,.710
Hosmer1B,3,0,2,0,1,0,0,.327,.852
MyersRF,4,0,0,0,0,1,4,.241,.606
"Canó, RDH",1,0,0,0,1,1,0,.175,.434
a-VoitPH-DH,2,0,1,0,0,1,0,.200,.650
KimSS,4,0,1,0,0,1,1,.220,.697
GrishamCF,4,0,0,0,0,3,3,.152,.501
"Nola, AuC",3,0,1,0,0,0,1,.216,.562
,33,1,8,0,2,8,13,,
