BATTERS - TOR,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SpringerCF-RF,5,1,1,0,0,1,2,.264,.794
Guerrero1B,4,1,2,0,0,1,0,.277,.826
BichetteSS,4,1,2,3,0,0,1,.276,.787
KirkDH,3,0,0,0,1,1,2,.300,.825
"Chapman, M3B",4,0,2,0,0,2,1,.237,.777
"Tapia, RLF",2,1,1,0,2,0,0,.263,.656
Espinal2B,4,0,0,0,0,1,5,.263,.689
"Jansen, DC",4,0,2,1,0,0,1,.225,.758
Bradley Jr.RF,3,0,0,0,0,2,1,.207,.572
a-BiggioPH,1,0,0,0,0,0,1,.221,.736
ZimmerCF,0,0,0,0,0,0,0,.130,.466
,34,4,10,4,3,8,14,,
