BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,5,0,0,0,0,4,5,.189,.646
"Freeman, F1B",3,0,0,0,1,1,2,.327,.897
TurnerSS,4,0,1,2,0,1,1,.281,.715
MuncyDH,4,0,0,0,0,3,2,.152,.654
"Turner, J3B",4,0,0,0,0,0,0,.196,.498
"Smith, W.D.C",3,0,1,0,0,1,0,.222,.694
BellingerCF,4,0,1,0,0,2,1,.255,.792
"Taylor, ChLF",3,1,1,0,1,0,2,.317,.847
Lux2B,3,1,1,0,1,0,1,.250,.795
,33,2,5,2,3,12,14,,
