BATTERS - NYY,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LeMahieuDH,5,0,0,0,0,3,2,.279,.798
JudgeRF,2,0,0,0,2,1,0,.303,1.085
Rizzo1B,3,0,0,0,1,0,2,.222,.841
Donaldson3B,3,0,1,0,1,2,1,.227,.704
Torres2B,4,0,0,0,0,0,3,.246,.735
BenintendiLF,3,2,1,0,1,1,1,.305,.765
TrevinoC,4,0,1,0,0,1,1,.265,.739
Kiner-FalefaSS,4,1,3,3,0,0,0,.271,.640
"Hicks, ACF",4,0,0,0,0,3,3,.220,.650
,32,3,6,3,5,11,13,,
