BATTERS - CLE,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
KwanRF,4,0,2,1,1,0,1,.274,.712
"Rosario, ASS",4,0,0,0,0,1,4,.274,.691
"Ramírez, Jo3B",4,0,0,0,0,0,0,.285,.939
"Reyes, FDH",4,1,1,1,0,1,1,.212,.620
"Miller, O1B",4,0,2,0,0,1,1,.248,.672
PalaciosLF,2,0,0,0,1,1,2,.250,.622
a-MercadoPH-LF,1,0,0,0,0,0,1,.210,.618
Clement2B,3,1,1,0,1,0,1,.203,.493
LeonC,4,0,1,0,0,1,2,.133,.514
StrawCF,4,0,1,0,0,0,3,.194,.534
,34,2,8,2,3,5,16,,
