Team,L,Type,W,L,ERA,G,GS,SV,IP,BF,H,R,ER,HR,BB,SO,WHIP
Rancho Cucamonga Quakes,Class A Advanced,First Inning,,,0.00,1,,,1.0,6,1,1,0,0,0,2,1.00
Rancho Cucamonga Quakes,Class A Advanced,Second Inning,,,0.00,1,,,1.0,3,0,0,0,0,0,0,0.00
Rancho Cucamonga Quakes,Class A Advanced,Third Inning,,,-.--,1,,,0.0,2,2,2,2,0,0,0,-.--
