BATTERS - LAD,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
BettsRF,4,1,1,1,0,1,2,.277,.901
TurnerSS,4,0,0,0,0,2,2,.307,.839
"Freeman, F1B",4,0,1,0,0,2,1,.302,.871
"Smith, W.D.C",3,1,0,0,1,0,1,.253,.799
Muncy3B,2,3,2,2,2,0,0,.171,.653
"Turner, JDH",4,0,2,1,0,1,1,.242,.703
LambLF,2,0,0,0,1,1,2,.300,1.017
"Thompson, TLF",1,0,1,1,0,0,0,.240,.729
BellingerCF,4,0,0,0,0,3,3,.205,.657
Lux2B,2,0,1,0,1,0,0,.290,.753
,30,5,8,5,5,10,12,,
