BATTERS - COL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
JoeRF,4,0,1,0,0,2,0,.270,.761
BryantLF,4,1,2,1,0,1,1,.293,.730
BlackmonDH,3,0,0,0,1,2,1,.269,.785
Cron1B,4,0,1,0,0,1,2,.297,.899
Rodgers2B,4,0,0,0,0,1,1,.258,.738
McMahon3B,4,1,3,0,0,1,1,.245,.721
IglesiasSS,4,0,1,1,0,1,3,.293,.722
DazaCF,4,0,0,0,0,2,3,.308,.723
"Díaz, EC",3,0,0,0,0,1,2,.211,.599
,34,2,8,2,1,12,14,,
