BATTERS - AZ,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
LuplowLF,4,1,1,2,1,2,2,.171,.755
VarshoRF,5,0,0,0,0,2,2,.242,.721
"Marte, KDH",4,0,0,0,1,2,0,.264,.766
1-WeaverPR-DH,0,0,0,0,0,0,0,.000,.000
"Walker, C1B",5,0,2,0,0,1,2,.203,.775
"Kennedy, B2B",2,0,0,0,0,1,1,.188,.735
"Rojas, J3B",2,0,0,0,0,1,1,.250,.706
"Kelly, CC",5,0,1,0,0,1,5,.120,.314
"Thomas, ACF",3,0,0,0,1,1,1,.270,.767
Hager3B-2B,4,0,0,0,0,2,3,.189,.518
PerdomoSS,2,1,0,0,2,1,1,.212,.618
,36,2,4,2,5,14,18,,
