BATTERS - STL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
Donovan3B-LF,5,0,1,0,0,3,0,.291,.797
YepezRF,4,0,1,1,0,2,0,.274,.814
Goldschmidt1B,4,0,1,0,1,2,2,.342,1.046
ArenadoDH,3,1,0,0,2,0,1,.292,.886
Gorman2B,5,1,2,0,0,2,4,.257,.787
NootbaarCF,1,0,0,0,1,1,0,.149,.495
a-CarlsonPH-CF,3,0,3,1,0,0,0,.257,.733
CapelLF,2,0,0,0,0,1,1,.214,.679
b-PujolsPH,0,0,0,1,0,0,0,.200,.624
EdmanSS,2,0,0,0,0,1,3,.261,.709
"Sosa, ESS-3B",5,0,0,0,0,3,4,.179,.478
RomineC,5,1,0,0,0,4,4,.150,.340
,39,3,8,3,4,19,19,,
