Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Thomas, Lane - RHB",2021,0.00,0.55,0.86,1.12,1.35,1.56,1.77,1.96,2.15,2.33,2.51,2.69,2.86,3.03,3.19,3.36,3.52,3.69,3.86
"Thomas, Lane - RHB",2022,0.00,0.55,0.87,1.13,1.36,1.58,1.79,1.98,2.17,2.36,2.54,2.71,2.88,3.05,3.22,3.39,3.55,3.72,3.89

