Season,Tm,LG,PA,TB,LOB,SAC,SF,BABIP,XBH,GIDP,GIDPO,NP,P/PA,K/PA,HR/PA,BB/K,ISO,ROE,WO
2019,STL,NL,44,26,17,0,0,.308,5,1,6,175,3.977,.182,.091,.500,.368,0,0
2020,STL,NL,40,9,27,0,0,.136,3,1,4,171,4.275,.325,.025,.308,.139,0,0
2021,STL,NL,58,6,24,0,0,.161,1,1,6,235,4.052,.293,.000,.588,.021,1,0
2021,WSH,NL,206,87,67,0,1,.325,23,5,18,880,4.272,.223,.034,.587,.219,3,0
2021,2 Teams,,264,93,91,0,1,.293,24,6,24,1115,4.223,.239,.027,.587,.177,4,0
2022,WSH,NL,548,201,210,0,5,.291,45,8,68,2204,4.022,.241,.031,.311,.163,5,0
4 Seasons,2 Teams,,896,329,345,0,6,.286,77,16,102,3665,4.090,.241,.032,.398,.175,9,0
