Year,Pitch Type,Team,RV/100,Run Value,Pitches,%,PA,BA,SLG,wOBA,Whiff%,K%,PutAway %,xBA,xSLG,xwOBA,Hard Hit %
2022,4-Seamer,,0.6,5,725,32.9,164,.229,.507,.367,24.4,22.6,17.4,.198,.396,.319,36.9
2022,Sinker,,-0.9,-5,512,23.2,134,.280,.344,.320,8.1,9.0,11.7,.261,.338,.285,33.0
2022,Slider,,0.7,3,468,21.2,123,.241,.464,.347,29.5,38.2,25.8,.210,.410,.309,36.4
2022,Curveball,,-2.5,-5,186,8.4,37,.167,.250,.218,28.8,40.5,21.4,.208,.256,.216,38.1
2022,Changeup,,-0.6,-1,180,8.2,65,.246,.344,.272,19.8,23.1,20.0,.267,.338,.287,40.4
2022,Cutter,,-2.1,-3,119,5.4,22,.190,.190,.164,17.0,18.2,15.4,.139,.190,.144,5.6
2022,Splitter,,-1.8,0,14,0.6,3,.333,.333,.300,14.3,66.7,28.6,.055,.063,.051,0.0
2021,4-Seamer,,-0.9,-4,448,40.2,102,.174,.395,.318,18.4,26.5,19.1,.217,.423,.336,52.5
2021,Slider,,1.6,4,229,20.5,63,.196,.286,.267,34.0,34.9,26.2,.156,.256,.226,45.7
2021,Sinker,,-0.4,-1,198,17.8,44,.297,.459,.382,16.9,15.9,14.6,.283,.380,.357,36.7
2021,Changeup,,6.1,6,97,8.7,22,.421,.684,.543,22.7,13.6,10.3,.290,.370,.344,56.3
2021,Curveball,,2.5,2,92,8.3,22,.316,.526,.407,11.8,13.6,7.1,.341,.539,.418,31.3
2021,Cutter,,1.8,1,40,3.6,8,.286,.429,.356,10.5,0.0,0.0,.443,.594,.478,42.9
2021,Splitter,,8.0,1,8,0.7,1,.000,.000,.900,0.0,0.0,0.0,.149,.166,.140,0.0
2021,N/A,,-5.4,0,3,0.3,1,.000,.000,.000,33.3,100.0,100.0,--,--,.000,--
2020,4-Seamer,,-7.5,-5,66,38.6,16,.067,.067,.100,27.6,43.8,41.2,.101,.182,.156,37.5
2020,Slider,,2.1,1,39,22.8,6,.167,.667,.333,33.3,50.0,33.3,.128,.274,.169,33.3
2020,Sinker,,-0.8,0,24,14.0,9,.286,.571,.433,16.7,0.0,0.0,.251,.333,.357,57.1
2020,Changeup,,-1.3,0,20,11.7,4,.000,.000,.175,62.5,50.0,25.0,.144,.164,.274,0.0
2020,Curveball,,-6.6,-1,13,7.6,3,.000,.000,.000,0.0,33.3,20.0,.083,.093,.079,0.0
2020,Cutter,,-12.3,-1,8,4.7,2,.000,.000,.000,16.7,0.0,0.0,.259,.277,.243,50.0
2020,Splitter,,-4.2,0,1,0.6,,--,--,--,--,--,--,--,--,--,--
2019,4-Seamer,,5.4,4,69,39.4,15,.308,.923,.527,22.2,26.7,26.7,.303,.631,.424,44.4
2019,Sinker,,-5.6,-2,28,16.0,11,.000,.000,.191,16.7,0.0,0.0,.249,.283,.368,50.0
2019,Slider,,11.7,3,25,14.3,3,1.000,2.000,1.267,18.2,0.0,0.0,.531,1.211,.700,66.7
2019,Curveball,,-2.4,-1,21,12.0,6,.333,.333,.300,30.0,50.0,37.5,.201,.264,.198,33.3
2019,Changeup,,-1.0,0,14,8.0,3,.333,.333,.300,0.0,0.0,0.0,.344,.419,.323,33.3
2019,Cutter,,5.0,1,12,6.9,4,.333,1.333,.675,50.0,25.0,25.0,.298,.815,.516,50.0
2019,Splitter,,-0.4,0,6,3.4,2,.500,.500,.450,0.0,0.0,0.0,.081,.087,.074,0.0
