BATTERS - MIL,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
YelichLF,5,0,2,0,0,0,2,.261,.757
AdamesSS,4,0,1,0,0,1,2,.219,.746
Tellez1B,2,0,0,0,1,0,2,.232,.779
a-BrosseauPH-3B,1,0,0,0,0,0,0,.295,.831
McCutchenDH,4,0,1,0,0,1,0,.257,.717
"Wong, Ko2B",3,1,1,0,0,0,1,.249,.747
b-SeverinoPH-1B,1,0,0,0,0,1,0,.235,.703
RenfroeRF,4,1,4,2,0,0,0,.254,.828
"Urías, L3B-2B",3,0,2,0,0,0,0,.237,.735
NarváezC,3,0,0,0,0,0,5,.235,.688
c-CaratiniPH,1,0,0,0,0,0,2,.231,.768
"Taylor, TCF",4,0,0,0,0,1,2,.227,.713
,35,2,11,2,1,4,16,,
