Year,xwOBA,xBA,xSLG,xISO,xOBP,Brl,Brl%,EV,Max EV,"Hard
Hit%",K%,BB%,Whiff%,"Chase
Rate",Speed,OAA,"Arm
Strength"
2018,,,,,,,,,44,,,,,,68,83,
2019,73,86,63,43,79,33,21,45,51,37,91,22,79,8,58,64,
2020,60,79,43,20,75,11,8,16,34,5,98,57,89,23,57,72,58
2021,32,57,27,23,48,14,15,28,55,17,94,22,87,49,49,92,57
2022,58,94,45,17,80,13,7,12,62,7,99,32,91,51,51,95,59
