Season,Tm,LG,L,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2013,Kingsport Mets,APP,ROK,2B,45,43,377.1,222,89,128,5,25,,.977
2013,Kingsport Mets,APP,ROK,CF,1,0,2.0,0,0,0,0,0,,.000
2014,2 Teams,,Minors,DH,10,10,0.0,0,0,0,0,0,,.000
2014,2 Teams,,Minors,3B,105,104,896.2,268,62,193,13,12,,.951
2014,Savannah Sand Gnats,SAL,A(Full),3B,57,57,496.1,157,33,117,7,9,,.955
2014,Savannah Sand Gnats,SAL,A(Full),DH,2,2,0.0,0,0,0,0,0,,.000
2014,St. Lucie Mets,FSL,A(Adv),2B,1,1,7.0,7,1,6,0,1,,1.000
2014,St. Lucie Mets,FSL,A(Adv),3B,48,47,400.1,111,29,76,6,3,,.946
2014,St. Lucie Mets,FSL,A(Adv),CF,1,0,4.0,2,1,1,0,1,,1.000
2014,St. Lucie Mets,FSL,A(Adv),DH,8,8,0.0,0,0,0,0,0,,.000
2015,2 Teams,,Minors,SS,34,34,285.1,157,52,99,6,16,,.962
2015,2 Teams,,Minors,3B,28,25,240.2,70,26,43,1,3,,.986
2015,2 Teams,,Minors,2B,59,58,505.0,278,103,169,6,36,,.978
2015,St. Lucie Mets,FSL,A(Adv),1B,2,0,9.0,10,10,0,0,0,,1.000
2015,St. Lucie Mets,FSL,A(Adv),2B,58,57,496.0,277,103,168,6,36,,.978
2015,St. Lucie Mets,FSL,A(Adv),3B,27,24,228.2,67,23,43,1,3,,.985
2015,St. Lucie Mets,FSL,A(Adv),SS,33,33,276.1,150,49,95,6,14,,.960
2015,St. Lucie Mets,FSL,A(Adv),CF,1,0,6.0,0,0,0,0,0,,.000
2015,St. Lucie Mets,FSL,A(Adv),DH,1,1,0.0,0,0,0,0,0,,.000
2015,Binghamton Mets,EAS,AA,2B,1,1,9.0,1,0,1,0,0,,1.000
2015,Binghamton Mets,EAS,AA,3B,1,1,12.0,3,3,0,0,0,,1.000
2015,Binghamton Mets,EAS,AA,SS,1,1,9.0,7,3,4,0,2,,1.000
