,Season,Tm,LG,G,PA,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,HBP,AVG,OBP,SLG,OPS
,2018,NYM,NL,63,248,225,35,74,11,6,3,19,14,24,7,1,5,.329,.381,.471,.852
*,2019,NYM,NL,133,567,510,83,162,38,1,23,75,35,75,5,6,21,.318,.384,.531,.915
,2020,NYM,NL,52,209,183,19,57,14,0,4,23,20,24,0,2,3,.311,.383,.454,.837
,2021,NYM,NL,120,426,386,48,97,19,1,7,35,29,58,3,0,10,.251,.319,.360,.679
*,2022,NYM,NL,148,589,533,73,174,39,1,9,62,40,61,4,0,11,.326,.382,.454,.836
,5 Seasons,NYM,NL,516,2039,1837,258,564,121,9,46,214,138,242,19,9,50,.307,.370,.458,.828
