Season,Tm,LG,POS,G,GS,INN,TC,PO,A,E,DP,RF,FPCT%
2016,HOU,AL,P,11,10,62.0,18,10,8,0,2,,1.000
2017,HOU,AL,P,38,15,109.1,37,15,21,1,2,,.973
2018,PIT,NL,P,19,19,115.1,38,15,22,1,2,,.974
2019,PIT,NL,P,32,31,170.1,58,30,24,4,0,,.931
2020,PIT,NL,P,8,8,39.2,15,7,8,0,0,,1.000
2021,SD,NL,P,32,31,181.1,40,21,18,1,0,,.975
2021,SD,NL,LF,1,0,0.2,1,1,0,0,0,,1.000
2022,SD,NL,P,30,30,181.0,37,19,17,1,2,,.973
7 Seasons,3 Teams,,P,170,144,859.0,243,117,118,8,8,,.967
,SD,NL,LF,1,0,0.2,1,1,0,0,0,,1.000
