Name,Year,0ft,5ft,10ft,15ft,20ft,25ft,30ft,35ft,40ft,45ft,50ft,55ft,60ft,65ft,70ft,75ft,80ft,85ft,90ft
"Grichuk, Randal - RHB",2015,0.00,0.54,0.82,1.06,1.29,1.50,1.71,1.91,2.10,2.29,2.47,2.65,2.83,3.00,3.17,3.34,3.51,3.69,3.87
"Grichuk, Randal - RHB",2016,0.00,0.53,0.82,1.07,1.30,1.52,1.73,1.93,2.12,2.31,2.49,2.67,2.85,3.02,3.19,3.36,3.53,3.70,3.88
"Grichuk, Randal - RHB",2017,0.00,0.53,0.81,1.07,1.30,1.53,1.74,1.94,2.13,2.32,2.50,2.68,2.86,3.03,3.20,3.37,3.55,3.72,3.90
"Grichuk, Randal - RHB",2018,0.00,0.54,0.82,1.08,1.32,1.54,1.75,1.94,2.14,2.32,2.50,2.68,2.86,3.04,3.21,3.38,3.55,3.73,3.91
"Grichuk, Randal - RHB",2019,0.00,0.53,0.82,1.08,1.32,1.54,1.75,1.95,2.15,2.33,2.52,2.70,2.87,3.05,3.23,3.40,3.58,3.75,3.93
"Grichuk, Randal - RHB",2020,0.00,0.55,0.86,1.13,1.37,1.59,1.80,2.00,2.19,2.38,2.57,2.75,2.93,3.11,3.28,3.46,3.64,3.82,4.01
"Grichuk, Randal - RHB",2021,0.00,0.54,0.85,1.11,1.34,1.56,1.77,1.97,2.16,2.35,2.53,2.71,2.89,3.06,3.24,3.41,3.58,3.76,3.94
"Grichuk, Randal - RHB",2022,0.00,0.57,0.88,1.15,1.39,1.61,1.82,2.02,2.21,2.40,2.58,2.77,2.95,3.12,3.30,3.47,3.65,3.83,4.02

