PITCHERS - NYY,IP,H,R,ER,BB,SO,HR,ERA
"Sears(W, 2-0)",5.0,3,0,0,2,5,0,0.00
"Marinaccio(H, 1)",2.0,0,0,0,0,3,0,6.75
"Luetge(H, 4)",0.2,0,0,0,1,1,0,5.25
"Castro(H, 6)",0.1,0,0,0,0,1,0,3.29
"Holmes(S, 5)",1.0,2,0,0,0,1,0,0.38
,9.0,5,0,0,3,11,0,
