BATTERS - LAA,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
WardRF,4,0,1,0,0,2,2,.392,1.284
MarshLF,4,0,0,0,0,3,3,.286,.800
TroutCF,4,0,0,0,0,1,1,.323,1.141
OhtaniDH,4,0,0,0,0,1,1,.247,.722
Rendon3B,3,0,0,0,1,0,0,.221,.723
Walsh1B,4,0,1,0,0,0,1,.243,.660
SuzukiC,3,0,1,0,0,1,1,.188,.591
WadeSS,3,0,2,0,0,0,0,.304,.717
Fletcher2B,3,0,1,0,0,0,2,.200,.600
,32,0,6,0,1,8,11,,
