BATTERS - SF,AB,R,H,RBI,BB,SO,LOB,AVG,OPS
SlaterCF,0,0,0,0,1,0,0,.267,.774
YastrzemskiCF,4,0,0,0,0,2,2,.205,.669
Flores2B-1B,4,1,2,0,1,0,1,.248,.758
"Mercedes, Y1B",3,0,0,0,0,0,3,.233,.667
a-PedersonPH-LF,2,2,2,2,0,0,0,.262,.852
LongoriaDH,5,0,1,0,0,0,1,.253,.810
"Davis, J3B",4,0,1,0,0,1,2,.247,.732
EstradaLF-2B,3,0,1,1,1,2,2,.260,.721
"Crawford, BraSS",3,0,0,0,1,2,4,.226,.653
WynnsC,3,0,0,0,0,2,4,.221,.580
Wade Jr.RF,3,0,0,0,1,2,1,.182,.684
,34,3,7,3,5,11,20,,
